source_id,source_row_id,city_district,waste_type,waste_generated_tons_day,recycling_rate,population_density_people_km²,municipal_efficiency_score_1_10,disposal_method,cost_of_waste_management_ton,awareness_campaigns_count,landfill_name,landfill_location_lat_long,landfill_capacity_tons,year,waste_reduction_initiatives,industrial_symbiosis_index,community_participation_score,green_technology_adoption,recycling_infrastructure_rating
KAGGLE_03,125,Kolkata,Hazardous,956,81,17335,9,Landfill,673,10,Kolkata Landfill,"16.068, 72.6096",80985,1970,5.574191575088704,7.45807867986699,6.496864470013004,7.767491089094108,83.30718068663386
KAGGLE_03,126,Hyderabad,Plastic,5089,66,7927,6,Recycling,1103,10,Hyderabad Landfill,"34.069, 82.1518",34239,1970,4.956765489950843,6.083830659831,3.936668917371039,6.247275563552091,68.77269879452568
KAGGLE_03,127,Hyderabad,Organic,588,32,7927,6,Incineration,3131,5,Hyderabad Landfill,"34.069, 82.1518",34239,1970,3.2484018872431712,5.33150993808549,2.767045308661612,3.673076797912299,31.39563882603476
KAGGLE_03,128,Hyderabad,E-Waste,6487,37,7927,9,Incineration,2065,0,Hyderabad Landfill,"34.069, 82.1518",34239,1970,2.1112401028941035,8.484618717158794,1.2073512729858091,3.959292506918474,31.7937258243454
KAGGLE_03,129,Hyderabad,Construction,2163,52,7927,5,Incineration,2206,7,Hyderabad Landfill,"34.069, 82.1518",34239,1970,3.447563239967161,7.329364532412067,3.0107715332267357,5.667761465269562,51.27737887606542
KAGGLE_03,130,Hyderabad,Hazardous,1887,48,7927,7,Composting,3526,17,Hyderabad Landfill,"34.069, 82.1518",34239,1970,7.843220230397965,8.152357760501232,5.915121223617788,4.739740486507908,47.87163167742237
KAGGLE_03,131,Hyderabad,Plastic,3899,59,7927,7,Incineration,2812,5,Hyderabad Landfill,"34.069, 82.1518",34239,1970,3.3597620245578588,8.296739946808515,2.666851997633431,5.678368481662657,56.978803560142175
KAGGLE_03,132,Hyderabad,Organic,7422,73,7927,9,Landfill,3646,19,Hyderabad Landfill,"34.069, 82.1518",34239,1970,8.812033465068456,3.166827267361283,6.734739546647654,7.598293197209186,71.96956321238352
KAGGLE_03,133,Hyderabad,E-Waste,2765,39,7927,7,Recycling,1602,15,Hyderabad Landfill,"34.069, 82.1518",34239,1970,6.816779080839784,7.499706012362922,4.913952709560413,3.7262539180411465,42.0603903977267
KAGGLE_03,134,Hyderabad,Construction,5337,72,7927,7,Composting,4205,2,Hyderabad Landfill,"34.069, 82.1518",34239,1970,2.237919494506035,7.333921374823646,2.0283533695773954,6.999383373705348,73.32985432460349
KAGGLE_03,135,Hyderabad,Hazardous,1713,85,7927,5,Incineration,4307,17,Hyderabad Landfill,"34.069, 82.1518",34239,1970,7.674287059345385,7.149115049048922,5.7366048676745525,8.23250599220783,83.1508717712438
KAGGLE_03,136,Hyderabad,Plastic,7858,79,7927,7,Composting,3494,8,Hyderabad Landfill,"34.069, 82.1518",34239,1970,4.417693805249803,9.519495737836683,3.1685869518230603,7.5296789782242355,75.80480166080913
KAGGLE_03,137,Hyderabad,Organic,6905,46,7927,5,Incineration,1624,2,Hyderabad Landfill,"34.069, 82.1518",34239,1970,1.787816711374818,4.545498926521231,1.7736277199059696,4.356463061016767,45.34596536478045
KAGGLE_03,138,Hyderabad,E-Waste,1285,72,7927,9,Incineration,1411,19,Hyderabad Landfill,"34.069, 82.1518",34239,1970,9.25740306907499,7.580983312526205,6.312901995824094,7.055319748473887,71.57308644129913
KAGGLE_03,139,Hyderabad,Construction,805,34,7927,6,Recycling,1077,11,Hyderabad Landfill,"34.069, 82.1518",34239,1970,5.289231331740383,5.6002134928049285,4.392123905352906,3.57399420814573,34.99239837472663
KAGGLE_03,140,Hyderabad,Hazardous,742,83,7927,5,Composting,2985,12,Hyderabad Landfill,"34.069, 82.1518",34239,1970,5.756460585076849,7.071819334797268,4.553549068160328,7.862564842219451,81.92936657486469
KAGGLE_03,141,Hyderabad,Plastic,5774,48,7927,6,Incineration,3095,7,Hyderabad Landfill,"34.069, 82.1518",34239,1970,4.071692823550203,8.404136076144527,3.4301969993175527,4.510506939665342,49.02299915072372
KAGGLE_03,142,Hyderabad,Organic,1013,80,7927,8,Composting,823,3,Hyderabad Landfill,"34.069, 82.1518",34239,1970,2.81879436338074,1.292521849672755,2.4943909958111408,8.309023640291676,83.87030808012045
KAGGLE_03,143,Hyderabad,E-Waste,708,42,7927,6,Landfill,1987,0,Hyderabad Landfill,"34.069, 82.1518",34239,1970,1.2897790523895272,7.420707150469088,1.159183142033295,3.8469219235837695,43.631002044888525
KAGGLE_03,144,Hyderabad,Construction,2667,39,7927,6,Incineration,4911,4,Hyderabad Landfill,"34.069, 82.1518",34239,1970,2.7129295829799616,9.51316726916028,2.6133544803589634,3.742645146522521,38.90382298533846
KAGGLE_03,145,Hyderabad,Hazardous,8430,82,7927,7,Landfill,706,3,Hyderabad Landfill,"34.069, 82.1518",34239,1970,2.5873541571559127,6.816567516639462,2.862758561793048,8.56465892185814,81.63369905789341
KAGGLE_03,146,Hyderabad,Plastic,4495,51,7927,5,Composting,1787,10,Hyderabad Landfill,"34.069, 82.1518",34239,1970,4.51886993153464,8.036652105677641,4.168291601035008,4.754925311143443,50.28665373164026
KAGGLE_03,147,Hyderabad,Organic,1514,44,7927,7,Incineration,4521,3,Hyderabad Landfill,"34.069, 82.1518",34239,1970,2.6795765687612576,4.908180421672982,2.5768015883644124,3.98273683561819,46.36128182490429
KAGGLE_03,148,Hyderabad,E-Waste,1598,61,7927,8,Landfill,3658,4,Hyderabad Landfill,"34.069, 82.1518",34239,1970,3.266783201317024,7.642914796863423,2.4611231788223424,6.0845379950800105,59.7453731080974
KAGGLE_03,149,Hyderabad,Construction,4204,31,7927,8,Incineration,2208,8,Hyderabad Landfill,"34.069, 82.1518",34239,1970,4.526077079542695,8.43392989947921,3.923250699058222,2.9024195112785365,31.09044541799997
KAGGLE_03,150,Hyderabad,Hazardous,4592,69,7927,10,Composting,4701,12,Hyderabad Landfill,"34.069, 82.1518",34239,1970,6.570217235093578,9.79943938824253,4.922180802781575,6.963408364483854,69.10239580376216
KAGGLE_03,151,Pune,Plastic,8897,48,12547,6,Incineration,4355,15,Pune Landfill,"28.7237, 84.2278",49524,1970,7.134109978119168,9.204102258508776,6.381773744058933,5.103804890483476,46.99643161437694
KAGGLE_03,152,Pune,Organic,8028,68,12547,8,Composting,3502,19,Pune Landfill,"28.7237, 84.2278",49524,1970,8.587670581889956,4.673355156768152,7.836491519684007,6.437148488152744,65.25506890423179
KAGGLE_03,153,Pune,E-Waste,3125,36,12547,7,Recycling,969,14,Pune Landfill,"28.7237, 84.2278",49524,1970,6.477730073195314,7.496150774203194,5.736027911167447,3.680699084554285,36.64594900723534
KAGGLE_03,154,Pune,Construction,9857,62,12547,7,Landfill,2667,12,Pune Landfill,"28.7237, 84.2278",49524,1970,5.975891632905072,6.9234860750781495,5.127425361294375,6.205508760389864,61.87799205628923
KAGGLE_03,155,Pune,Hazardous,5547,46,12547,7,Composting,1229,11,Pune Landfill,"28.7237, 84.2278",49524,1970,5.893814061039678,7.636377866270255,5.6306359081618895,4.244078786013199,47.00048093887314
KAGGLE_03,156,Pune,Plastic,2280,52,12547,9,Landfill,2575,6,Pune Landfill,"28.7237, 84.2278",49524,1970,4.139028961536006,8.136320119167733,4.417633233769676,5.323998485528983,50.93279938712167
KAGGLE_03,157,Pune,Organic,1926,53,12547,9,Recycling,3238,19,Pune Landfill,"28.7237, 84.2278",49524,1970,9.228802083653,3.544064819069033,6.98068492552537,5.073640417860771,55.44164259762609
KAGGLE_03,158,Pune,E-Waste,8098,36,12547,9,Incineration,2009,5,Pune Landfill,"28.7237, 84.2278",49524,1970,3.9898591635241454,6.603846712263987,3.6260605293634,3.5878343185440125,34.24645243757631
KAGGLE_03,159,Pune,Construction,1089,85,12547,6,Composting,798,14,Pune Landfill,"28.7237, 84.2278",49524,1970,6.30138069640971,7.823070267634063,5.628030059771422,8.082272324277062,88.42408056803579
KAGGLE_03,160,Pune,Hazardous,8742,61,12547,5,Landfill,2713,13,Pune Landfill,"28.7237, 84.2278",49524,1970,5.9970061520701154,5.891395748325414,5.653786307185357,6.059584057213623,57.50472698034348
KAGGLE_03,161,Pune,Plastic,4485,66,12547,8,Landfill,3069,11,Pune Landfill,"28.7237, 84.2278",49524,1970,5.77892639634583,8.55956693315465,5.633619570323465,6.40646346804282,66.86954012911379
KAGGLE_03,162,Pune,Organic,6145,44,12547,5,Composting,1707,6,Pune Landfill,"28.7237, 84.2278",49524,1970,3.3116006697553213,3.3380441621141648,4.128438224117373,4.722381211185355,44.95086136505325
KAGGLE_03,163,Pune,E-Waste,8407,61,12547,6,Composting,3974,3,Pune Landfill,"28.7237, 84.2278",49524,1970,2.436126390233249,8.531602489014688,3.208573289573082,5.656978726997368,59.40888586411823
KAGGLE_03,164,Pune,Construction,511,33,12547,5,Recycling,1998,6,Pune Landfill,"28.7237, 84.2278",49524,1970,3.2782257706864306,7.74571682428039,3.982216991311124,3.218607274918329,33.848787875722024
KAGGLE_03,165,Pune,Hazardous,1623,57,12547,5,Composting,3589,20,Pune Landfill,"28.7237, 84.2278",49524,1970,8.097855832187982,8.759950286182194,7.111831322120262,5.658431424131438,59.55903733952032
KAGGLE_03,166,Pune,Plastic,3578,39,12547,7,Recycling,2681,11,Pune Landfill,"28.7237, 84.2278",49524,1970,5.806559154305422,8.80324817761567,5.16027822397003,4.125006076299119,34.56636232129187
KAGGLE_03,167,Pune,Organic,7921,69,12547,7,Incineration,3569,7,Pune Landfill,"28.7237, 84.2278",49524,1970,4.052757772479806,4.757493784911862,4.506936438042724,6.974287575090211,70.00548961498163
KAGGLE_03,168,Pune,E-Waste,9741,75,12547,10,Incineration,4988,1,Pune Landfill,"28.7237, 84.2278",49524,1970,2.559430459014933,7.73995767120849,3.334672140221151,7.667212337194181,70.01345835933985
KAGGLE_03,169,Pune,Construction,4804,36,12547,6,Composting,3338,13,Pune Landfill,"28.7237, 84.2278",49524,1970,5.816688352743757,7.966694226007612,6.207538523388692,3.877049285651757,34.068670392953585
KAGGLE_03,170,Pune,Hazardous,8508,55,12547,10,Incineration,3321,7,Pune Landfill,"28.7237, 84.2278",49524,1970,4.917104942458,7.439462789485731,3.8840726610503222,5.862202973658189,58.25833272980189
KAGGLE_03,171,Pune,Plastic,5594,76,12547,5,Landfill,4656,8,Pune Landfill,"28.7237, 84.2278",49524,1970,4.081280103593434,7.1466222645825885,5.009038301079633,7.41387549672247,74.8364359332159
KAGGLE_03,172,Pune,Organic,3851,83,12547,6,Recycling,3334,12,Pune Landfill,"28.7237, 84.2278",49524,1970,5.448925786811037,3.492164688626347,5.893676109703421,8.338022705363903,80.65224007118205
KAGGLE_03,173,Pune,E-Waste,8611,30,12547,9,Incineration,1359,5,Pune Landfill,"28.7237, 84.2278",49524,1970,3.888181588626463,6.052362907589915,4.140853819975774,3.3401080784392,29.60412454203064
KAGGLE_03,174,Pune,Construction,2012,45,12547,10,Landfill,2368,6,Pune Landfill,"28.7237, 84.2278",49524,1970,4.372316711521629,9.336544762817883,4.068473455408365,4.989451130965056,49.13581267632711
KAGGLE_03,175,Pune,Hazardous,9234,31,12547,7,Landfill,2438,15,Pune Landfill,"28.7237, 84.2278",49524,1970,7.199480448886452,7.854241735359405,6.258482989359297,3.4895193110437632,27.33663550558795
KAGGLE_03,176,Ahmedabad,Plastic,9807,67,9464,5,Landfill,4632,17,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,7.095401618715746,8.652176504245869,6.0219570071287984,6.571467262624377,64.89738017672131
KAGGLE_03,177,Ahmedabad,Organic,1302,56,9464,9,Recycling,673,19,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,9.246214706031228,1.159180873736533,6.284736137249972,5.29516651721865,58.994863366359255
KAGGLE_03,178,Ahmedabad,E-Waste,6409,76,9464,7,Incineration,2025,2,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,2.250050152689216,7.54633698902179,2.197276641789305,7.589392537406589,79.71540468707546
KAGGLE_03,179,Ahmedabad,Construction,5933,68,9464,8,Landfill,2882,7,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,4.576701893787972,8.148588836196263,3.4656449132736307,7.041641451836043,67.79313755141943
KAGGLE_03,180,Ahmedabad,Hazardous,2686,81,9464,9,Incineration,1638,9,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,5.163592418303174,6.9732044990027084,4.203118348005807,8.092569070753298,78.52189459494672
KAGGLE_03,181,Ahmedabad,Plastic,5578,55,9464,6,Recycling,2669,12,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,5.64124455023132,7.297530931037595,5.2164856848923,5.4831808633136685,59.19168700361832
KAGGLE_03,182,Ahmedabad,Organic,929,54,9464,6,Incineration,578,12,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,5.506350039167788,2.016881012324937,4.942851106693553,5.7382304210818,57.1888847834984
KAGGLE_03,183,Ahmedabad,E-Waste,2118,57,9464,5,Composting,3419,11,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,5.343543659643928,8.169416290133226,4.276885727742767,5.561403779067186,58.35789397552447
KAGGLE_03,184,Ahmedabad,Construction,1658,81,9464,7,Composting,2089,15,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,7.368620379831389,6.263242438922242,6.17683107928381,8.459794674811645,79.37519530212516
KAGGLE_03,185,Ahmedabad,Hazardous,3762,69,9464,7,Incineration,4671,11,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,5.471485973573113,8.605193169841614,5.161765597389718,6.806804800951724,68.90194131832392
KAGGLE_03,186,Ahmedabad,Plastic,4012,58,9464,7,Landfill,3619,19,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,8.715729192819072,8.95124857853213,7.004230821444015,5.628233105678339,57.679279837910336
KAGGLE_03,187,Ahmedabad,Organic,7895,78,9464,5,Landfill,4526,20,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,8.726184028862885,4.551020323295404,7.460369179859827,7.753989911199699,78.66170260923116
KAGGLE_03,188,Ahmedabad,E-Waste,7663,74,9464,5,Landfill,4370,4,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,2.539976184222626,8.145707898442453,3.0135236110958687,7.662446958674868,76.90200287626267
KAGGLE_03,189,Ahmedabad,Construction,4118,79,9464,10,Landfill,2440,19,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,9.34453843005273,6.942998396237053,7.181809628548812,7.526002027863994,80.7588340822748
KAGGLE_03,190,Ahmedabad,Hazardous,5791,43,9464,9,Incineration,4871,19,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,8.830318737637224,9.809666950194526,6.294646318912356,3.9964192158720175,40.84524784603048
KAGGLE_03,191,Ahmedabad,Plastic,1334,55,9464,8,Composting,1390,1,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,2.0590799659895334,7.968252216928489,2.084722026556977,5.951444825663092,57.75299290003908
KAGGLE_03,192,Ahmedabad,Organic,3467,42,9464,10,Composting,2845,19,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,9.694016197953731,2.308448194959761,6.444422546302372,3.875491627381357,42.62626428002631
KAGGLE_03,193,Ahmedabad,E-Waste,2458,58,9464,7,Landfill,1591,4,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,3.147450953820132,7.459926819851416,2.664874362429876,5.867727317931054,59.37413159171784
KAGGLE_03,194,Ahmedabad,Construction,690,30,9464,6,Composting,2807,8,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,4.312859077611192,8.689084656210468,3.609844227188282,3.0793144666619376,32.933081718557204
KAGGLE_03,195,Ahmedabad,Hazardous,4104,83,9464,9,Incineration,3750,5,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,3.817661426254196,9.090105799447286,3.3414549198616026,8.289624462050245,80.7768395009729
KAGGLE_03,196,Ahmedabad,Plastic,9593,38,9464,10,Recycling,3688,15,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,7.7135674626978625,9.357666356658571,6.000363134042911,3.944745248576819,37.92834884258708
KAGGLE_03,197,Ahmedabad,Organic,3814,69,9464,7,Recycling,3256,0,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,1.5762067462416636,4.959948762049044,2.0473396777159665,6.629826725797618,67.93709089728156
KAGGLE_03,198,Ahmedabad,E-Waste,2978,30,9464,5,Incineration,1070,10,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,4.943749321244933,7.837292294460412,4.116003987883816,3.052662267776748,26.86428114926909
KAGGLE_03,199,Ahmedabad,Construction,8892,54,9464,5,Composting,2781,20,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,8.786571569846988,6.038660812538415,7.280165048229077,5.272173255246897,54.69341995520984
KAGGLE_03,200,Ahmedabad,Hazardous,7540,78,9464,6,Recycling,3134,7,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,3.99729812619721,9.1327938579678,3.8549959854593343,7.961667259629189,83.02311310316885
KAGGLE_03,201,Jaipur,Plastic,5518,33,2335,5,Incineration,835,2,Jaipur Landfill,"11.6909, 94.4267",71127,1970,1.8121650732348744,7.705134224441078,1.0,2.941223543373149,29.319844510988496
KAGGLE_03,202,Jaipur,Organic,6249,44,2335,7,Composting,2634,8,Jaipur Landfill,"11.6909, 94.4267",71127,1970,4.305520280372674,2.030710359089733,2.6599408814215493,4.4708774168394765,43.93543877790106
KAGGLE_03,203,Jaipur,E-Waste,5899,68,2335,5,Incineration,1058,14,Jaipur Landfill,"11.6909, 94.4267",71127,1970,6.01209646981576,7.410201756586377,3.7457155651283194,6.485270355383324,69.28108587014955
KAGGLE_03,204,Jaipur,Construction,3452,48,2335,7,Recycling,4230,14,Jaipur Landfill,"11.6909, 94.4267",71127,1970,6.998873859951668,7.285168726842447,3.831002794379696,4.578643063115036,48.24615640331236
KAGGLE_03,205,Jaipur,Hazardous,4108,31,2335,9,Landfill,3132,2,Jaipur Landfill,"11.6909, 94.4267",71127,1970,2.8034797093605057,6.527398213139801,1.4032964290174763,2.818709800323583,30.77374389496852
KAGGLE_03,206,Jaipur,Plastic,9183,55,2335,6,Landfill,1898,12,Jaipur Landfill,"11.6909, 94.4267",71127,1970,5.444545265277863,6.863739313942481,3.2763150915569064,5.182837779868818,52.40156727310835
KAGGLE_03,207,Jaipur,Organic,6175,80,2335,9,Recycling,765,19,Jaipur Landfill,"11.6909, 94.4267",71127,1970,8.7003127721547,2.1923060258525227,5.2057988540434215,8.325710951560668,80.46557348588033
KAGGLE_03,208,Jaipur,E-Waste,9774,51,2335,10,Incineration,1909,7,Jaipur Landfill,"11.6909, 94.4267",71127,1970,4.953864285087299,5.370908507518861,2.6259517232815,4.88570756766089,49.48647204596815
KAGGLE_03,209,Jaipur,Construction,7448,81,2335,9,Landfill,3668,0,Jaipur Landfill,"11.6909, 94.4267",71127,1970,1.9210566323666411,7.624619503937178,1.0,8.52712378186445,76.6201565900429
KAGGLE_03,210,Jaipur,Hazardous,9780,63,2335,9,Composting,2809,3,Jaipur Landfill,"11.6909, 94.4267",71127,1970,3.0292928849806,7.715324223067214,1.0,6.769926525345191,65.38918444102747
KAGGLE_03,211,Jaipur,Plastic,6413,63,2335,10,Recycling,3165,20,Jaipur Landfill,"11.6909, 94.4267",71127,1970,9.73492602759061,8.711068055568832,5.133113630164456,6.371260469937097,64.91677163968409
KAGGLE_03,212,Jaipur,Organic,1018,70,2335,8,Recycling,4760,10,Jaipur Landfill,"11.6909, 94.4267",71127,1970,5.597483384353813,4.783171792028407,2.493652176657403,6.6430011226657255,70.10332195370216
KAGGLE_03,213,Jaipur,E-Waste,4152,65,2335,7,Recycling,657,5,Jaipur Landfill,"11.6909, 94.4267",71127,1970,3.4437521780790328,6.309251020191662,1.8667323761146493,6.374548243379581,65.4581493764114
KAGGLE_03,214,Jaipur,Construction,9976,59,2335,5,Incineration,2344,15,Jaipur Landfill,"11.6909, 94.4267",71127,1970,6.412541590266531,7.150397640854728,4.183484011295904,6.197732263348214,61.14863602543112
KAGGLE_03,215,Jaipur,Hazardous,5281,36,2335,9,Incineration,1944,10,Jaipur Landfill,"11.6909, 94.4267",71127,1970,5.8612035411626255,6.203974782155896,2.620085436787762,3.46739072869707,36.44867931355616
KAGGLE_03,216,Jaipur,Plastic,8379,55,2335,9,Landfill,2826,19,Jaipur Landfill,"11.6909, 94.4267",71127,1970,8.826055732124122,8.187332173498461,5.693744706942256,5.087017218302789,56.80803510952263
KAGGLE_03,217,Jaipur,Organic,8991,49,2335,9,Landfill,4032,15,Jaipur Landfill,"11.6909, 94.4267",71127,1970,7.451810407919154,3.801516897879926,4.265470309831105,4.956784910928188,48.4050355982523
KAGGLE_03,218,Jaipur,E-Waste,3448,85,2335,10,Landfill,1049,3,Jaipur Landfill,"11.6909, 94.4267",71127,1970,3.4776024989699263,6.416695568116687,1.0,8.845120851496034,87.62396747714789
KAGGLE_03,219,Jaipur,Construction,9043,54,2335,9,Composting,4211,19,Jaipur Landfill,"11.6909, 94.4267",71127,1970,9.207962484443394,6.798626428643681,5.236414157040192,5.695926387143503,54.64157145186537
KAGGLE_03,220,Jaipur,Hazardous,8600,60,2335,7,Incineration,3201,1,Jaipur Landfill,"11.6909, 94.4267",71127,1970,1.980890908950244,5.95858782352912,1.0,5.675123140130354,60.38810388721175
KAGGLE_03,221,Jaipur,Plastic,5068,53,2335,6,Composting,3801,11,Jaipur Landfill,"11.6909, 94.4267",71127,1970,5.452585275826267,7.343885582647848,2.8120498038590505,5.472764614412467,50.45987782257593
KAGGLE_03,222,Jaipur,Organic,6958,65,2335,5,Composting,1632,6,Jaipur Landfill,"11.6909, 94.4267",71127,1970,3.289474122237192,3.54488751392194,1.760514400933378,6.220504263435648,65.57391170860342
KAGGLE_03,223,Jaipur,E-Waste,2534,45,2335,5,Composting,1614,15,Jaipur Landfill,"11.6909, 94.4267",71127,1970,6.3238500534742,7.74751034157206,4.54277607676948,4.218207534552173,43.3360901650111
KAGGLE_03,224,Jaipur,Construction,5821,79,2335,9,Landfill,3734,1,Jaipur Landfill,"11.6909, 94.4267",71127,1970,2.3671990595691983,6.6006155871116095,1.0,8.274071773305185,77.72343454694301
KAGGLE_03,225,Jaipur,Hazardous,4527,67,2335,7,Composting,2453,9,Jaipur Landfill,"11.6909, 94.4267",71127,1970,4.75221904457282,8.096966475117812,2.7823877279177807,6.44966895274023,65.36924874336776
KAGGLE_03,226,Lucknow,Plastic,9719,47,23465,7,Incineration,1414,11,Lucknow Landfill,"10.3904, 81.8808",80251,1970,5.463388895940837,6.096570680720616,7.564848292489096,4.463247346518012,44.86753013620155
KAGGLE_03,227,Lucknow,Organic,3449,55,23465,6,Landfill,4823,12,Lucknow Landfill,"10.3904, 81.8808",80251,1970,6.015798548479546,3.1264101862554874,7.425932232922632,5.0006533907613,59.24954280603392
KAGGLE_03,228,Lucknow,E-Waste,9765,52,23465,10,Recycling,2068,15,Lucknow Landfill,"10.3904, 81.8808",80251,1970,7.7487927948567235,8.325350682098835,8.297782070099785,5.570669034125517,54.6626781239768
KAGGLE_03,229,Lucknow,Construction,4061,53,23465,8,Incineration,1863,17,Lucknow Landfill,"10.3904, 81.8808",80251,1970,8.405897825449745,8.189188879467075,9.077573929021518,5.592594813209135,56.840735004288526
KAGGLE_03,230,Lucknow,Hazardous,5427,49,23465,9,Landfill,1299,16,Lucknow Landfill,"10.3904, 81.8808",80251,1970,8.064946913635755,6.85277569137493,8.591217755687554,5.027328935090678,46.55420996088887
KAGGLE_03,231,Lucknow,Plastic,9676,30,23465,9,Recycling,527,16,Lucknow Landfill,"10.3904, 81.8808",80251,1970,8.198334246253506,5.845961195214553,8.432011318939306,3.2502657639388426,30.142507499821782
KAGGLE_03,232,Lucknow,Organic,974,33,23465,10,Landfill,1791,2,Lucknow Landfill,"10.3904, 81.8808",80251,1970,3.0197448047284268,3.6764748984237023,5.72568195433145,2.952048567424492,30.412984749591807
KAGGLE_03,233,Lucknow,E-Waste,8698,71,23465,5,Landfill,4353,10,Lucknow Landfill,"10.3904, 81.8808",80251,1970,4.785593773333712,8.241732548751425,7.863224819443744,7.058323594587575,69.60861024560587
KAGGLE_03,234,Lucknow,Construction,979,56,23465,5,Landfill,3187,8,Lucknow Landfill,"10.3904, 81.8808",80251,1970,4.003591976461401,8.085597504563673,7.175175164276366,5.451219387348781,54.16374603316685
KAGGLE_03,235,Lucknow,Hazardous,6425,52,23465,8,Incineration,2200,8,Lucknow Landfill,"10.3904, 81.8808",80251,1970,4.597084758818699,5.685242030082333,7.235817211984294,4.793776526257017,54.47916801288312
KAGGLE_03,236,Lucknow,Plastic,5485,69,23465,9,Recycling,1887,17,Lucknow Landfill,"10.3904, 81.8808",80251,1970,8.518042752614425,6.155654382143628,8.874009420596671,6.886130485214925,68.20754064379648
KAGGLE_03,237,Lucknow,Organic,4261,36,23465,6,Incineration,1107,19,Lucknow Landfill,"10.3904, 81.8808",80251,1970,8.141728170855565,3.777364687134649,10.0,4.020739650342636,38.13675866738803
KAGGLE_03,238,Lucknow,E-Waste,2281,45,23465,8,Landfill,4891,7,Lucknow Landfill,"10.3904, 81.8808",80251,1970,4.159843893967957,9.720891559228502,6.328957994733055,4.040059119050694,46.20824177917704
KAGGLE_03,239,Lucknow,Construction,4060,77,23465,6,Landfill,1363,20,Lucknow Landfill,"10.3904, 81.8808",80251,1970,8.82828235865173,6.381252254208578,10.0,7.4914609134937935,81.60727750420958
KAGGLE_03,240,Lucknow,Hazardous,6073,36,23465,7,Landfill,4873,6,Lucknow Landfill,"10.3904, 81.8808",80251,1970,3.6321899368666544,8.923519042955768,6.8768515842455775,3.307540936205704,33.041111553720555
KAGGLE_03,241,Lucknow,Plastic,8714,53,23465,9,Incineration,4265,11,Lucknow Landfill,"10.3904, 81.8808",80251,1970,6.3832593893579626,8.591292431085158,7.843755096025675,5.038146653665697,55.5184664795736
KAGGLE_03,242,Lucknow,Organic,9845,55,23465,9,Recycling,3000,7,Lucknow Landfill,"10.3904, 81.8808",80251,1970,4.842728415741029,3.3816981400506383,7.113176022071449,5.908434551879376,57.292881740801455
KAGGLE_03,243,Lucknow,E-Waste,9114,36,23465,5,Recycling,3126,2,Lucknow Landfill,"10.3904, 81.8808",80251,1970,1.866067825273393,9.325105172787287,5.451572069846731,3.5680690542342903,34.05324232394593
KAGGLE_03,244,Lucknow,Construction,5748,73,23465,7,Composting,3385,4,Lucknow Landfill,"10.3904, 81.8808",80251,1970,2.977213092762878,7.132855595218727,5.641574073455718,7.266299412939818,75.01426667294632
KAGGLE_03,245,Lucknow,Hazardous,3455,81,23465,10,Composting,2559,15,Lucknow Landfill,"10.3904, 81.8808",80251,1970,7.445691993054871,5.770847729143333,8.569028175945249,8.360575642455283,81.67228992605246
KAGGLE_03,246,Lucknow,Plastic,9404,75,23465,9,Composting,1263,9,Lucknow Landfill,"10.3904, 81.8808",80251,1970,5.603004841985052,6.240871622272957,7.225593225658414,7.154492204004926,74.54504748009319
KAGGLE_03,247,Lucknow,Organic,8622,42,23465,6,Recycling,2945,20,Lucknow Landfill,"10.3904, 81.8808",80251,1970,8.635101986140352,5.00998658599145,9.455113852306644,4.187265354100051,40.352129026056
KAGGLE_03,248,Lucknow,E-Waste,5529,50,23465,9,Composting,1973,16,Lucknow Landfill,"10.3904, 81.8808",80251,1970,8.338380517288911,7.942812898048018,9.004375554896873,4.92998521412106,48.56178109710163
KAGGLE_03,249,Lucknow,Construction,3693,67,23465,7,Incineration,3089,3,Lucknow Landfill,"10.3904, 81.8808",80251,1970,2.7801292885430997,7.144443740625492,6.1132101270419215,6.796910690546656,71.09962419157185
